label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
WHERE,0.0,0.0,0.0,0.081429,-0.231083,-0.039732,0.122306,-0.527242,-0.07787,0.135183,-0.754862,-0.109098,0.176416,-0.908244,-0.14219,0.279028,-0.363591,-0.122087,0.439377,-0.487641,-0.184037,0.519526,-0.651988,-0.215146,0.575276,-0.781401,-0.241805,0.196404,-0.349813,-0.146069,0.273173,-0.636285,-0.235676,0.220046,-0.759577,-0.274468,0.165418,-0.795673,-0.288857,0.074968,-0.326105,-0.168065,0.062697,-0.603411,-0.262229,0.021554,-0.732359,-0.302779,-0.012972,-0.802117,-0.315974,-0.061739,-0.291898,-0.186437,-0.153213,-0.49704,-0.275791,-0.225947,-0.61704,-0.316292,-0.276396,-0.700368,-0.334212
WHERE,0.0,0.0,0.0,0.118847,-0.198308,-0.035926,0.194288,-0.448491,-0.074514,0.215864,-0.65005,-0.105091,0.247413,-0.80474,-0.139703,0.278997,-0.351531,-0.169699,0.420446,-0.510231,-0.249208,0.491279,-0.651233,-0.292445,0.549217,-0.770251,-0.324151,0.19385,-0.315086,-0.194989,0.265572,-0.46731,-0.298873,0.274251,-0.653756,-0.35252,0.276906,-0.798913,-0.388363,0.083534,-0.281349,-0.215111,0.086541,-0.46695,-0.322117,0.077446,-0.630018,-0.376968,0.073054,-0.761332,-0.407665,-0.044336,-0.269401,-0.230665,-0.107734,-0.437618,-0.32815,-0.158171,-0.559419,-0.369869,-0.187742,-0.657287,-0.392176
WHERE,0.0,0.0,0.0,0.10658,-0.212214,-0.032303,0.165711,-0.486438,-0.063864,0.181682,-0.710185,-0.083482,0.174296,-0.88238,-0.109949,0.128464,-0.423751,-0.190706,0.178547,-0.639419,-0.257459,0.185315,-0.794789,-0.285404,0.182122,-0.927293,-0.303529,0.019421,-0.357394,-0.200458,-0.036855,-0.586948,-0.274842,-0.092309,-0.777956,-0.309365,-0.142147,-0.923852,-0.338534,-0.107497,-0.304058,-0.201588,-0.22437,-0.561991,-0.270734,-0.297252,-0.746689,-0.299546,-0.356459,-0.878324,-0.318565,-0.226776,-0.256026,-0.198131,-0.311708,-0.491093,-0.258247,-0.358751,-0.641007,-0.282674,-0.394104,-0.759646,-0.296351
WHERE,0.0,0.0,0.0,0.110444,-0.180156,0.014908,0.137676,-0.384913,-0.001698,0.091721,-0.52914,-0.022294,0.022951,-0.625835,-0.053935,0.166362,-0.441253,-0.094308,0.218414,-0.664523,-0.140145,0.236914,-0.81833,-0.165837,0.247392,-0.951057,-0.185172,0.063051,-0.408477,-0.129613,0.003462,-0.668497,-0.177988,-0.048659,-0.832056,-0.208067,-0.083714,-0.963256,-0.233498,-0.053816,-0.35859,-0.155847,-0.144522,-0.606219,-0.203689,-0.208482,-0.764713,-0.22935,-0.252392,-0.892578,-0.247349,-0.167041,-0.296847,-0.1758,-0.234834,-0.481052,-0.218827,-0.27746,-0.589766,-0.230256,-0.307341,-0.683141,-0.234782
WHERE,0.0,0.0,0.0,0.108921,-0.165692,0.014823,0.15331,-0.359016,-0.006638,0.124973,-0.499642,-0.029492,0.065447,-0.594195,-0.06252,0.184175,-0.402388,-0.11033,0.255376,-0.64748,-0.155801,0.281094,-0.80408,-0.177652,0.295159,-0.935737,-0.193074,0.081599,-0.37458,-0.143269,0.053612,-0.654004,-0.193844,0.017043,-0.822529,-0.222971,-0.010304,-0.951755,-0.245693,-0.034203,-0.338711,-0.164965,-0.115392,-0.607941,-0.214346,-0.180679,-0.760488,-0.239068,-0.226175,-0.874308,-0.254307,-0.143777,-0.295668,-0.179182,-0.196125,-0.474483,-0.217397,-0.22513,-0.552798,-0.222509,-0.24167,-0.615276,-0.222231
WHERE,0.0,0.0,0.0,0.121968,-0.164447,0.002006,0.174355,-0.366161,-0.022214,0.151455,-0.531933,-0.046432,0.078984,-0.64068,-0.083093,0.166734,-0.410805,-0.121481,0.219261,-0.626429,-0.168105,0.232762,-0.767731,-0.193221,0.229657,-0.889775,-0.21373,0.059681,-0.38813,-0.152506,-0.016583,-0.646209,-0.20569,-0.077772,-0.81678,-0.239902,-0.132198,-0.953195,-0.271925,-0.062589,-0.34895,-0.174272,-0.127378,-0.595852,-0.23018,-0.167514,-0.768509,-0.259794,-0.204804,-0.907876,-0.283214,-0.183054,-0.301263,-0.188731,-0.22957,-0.495716,-0.237957,-0.249413,-0.603886,-0.250537,-0.266312,-0.698101,-0.258602
WHERE,0.0,0.0,0.0,0.119925,-0.181025,0.00932,0.169377,-0.384508,-0.023439,0.151078,-0.558412,-0.056165,0.089722,-0.673933,-0.102902,0.16222,-0.423257,-0.146409,0.173457,-0.663814,-0.209357,0.163263,-0.823329,-0.244026,0.142034,-0.953082,-0.267322,0.054826,-0.380048,-0.184929,-0.033078,-0.639672,-0.243438,-0.100612,-0.808647,-0.270579,-0.15838,-0.930517,-0.295986,-0.066213,-0.326376,-0.213269,-0.147092,-0.577859,-0.268672,-0.192588,-0.739814,-0.287713,-0.227188,-0.859114,-0.303661,-0.184275,-0.259666,-0.234413,-0.241746,-0.445305,-0.282305,-0.260652,-0.541326,-0.288139,-0.272319,-0.615602,-0.290135
WHERE,0.0,0.0,0.0,0.098595,-0.171129,-0.01055,0.16821,-0.400137,-0.031456,0.200174,-0.579632,-0.048094,0.238561,-0.70104,-0.070235,0.224032,-0.380131,-0.125418,0.303926,-0.604758,-0.181726,0.349182,-0.758855,-0.212564,0.384597,-0.885742,-0.235972,0.151455,-0.353382,-0.150566,0.153421,-0.61285,-0.22167,0.136718,-0.803666,-0.261837,0.116194,-0.949632,-0.291028,0.052479,-0.322066,-0.16764,0.007319,-0.570564,-0.242042,-0.04114,-0.720791,-0.27967,-0.083908,-0.834359,-0.300832,-0.058712,-0.292456,-0.179868,-0.137173,-0.450205,-0.248898,-0.187967,-0.549094,-0.278064,-0.228448,-0.636936,-0.29226
WHERE,0.0,0.0,0.0,0.131288,-0.182835,-0.003168,0.197732,-0.396024,-0.028805,0.192107,-0.569699,-0.052675,0.136803,-0.685834,-0.089913,0.17105,-0.424153,-0.129155,0.21083,-0.658836,-0.179665,0.218808,-0.819726,-0.208405,0.214595,-0.9493,-0.229736,0.061282,-0.375076,-0.156511,-0.021421,-0.638235,-0.212059,-0.077237,-0.811671,-0.244833,-0.116545,-0.946367,-0.273763,-0.059121,-0.321676,-0.174103,-0.159227,-0.570989,-0.222915,-0.216079,-0.738962,-0.244787,-0.252214,-0.872922,-0.263759,-0.173108,-0.264642,-0.186861,-0.239243,-0.440457,-0.226081,-0.273337,-0.548033,-0.232556,-0.295788,-0.640344,-0.236577
WHERE,0.0,0.0,0.0,0.130587,-0.180593,0.002996,0.186029,-0.388044,-0.021241,0.175923,-0.56029,-0.047147,0.117128,-0.681511,-0.087107,0.183316,-0.437275,-0.112075,0.202363,-0.665413,-0.164451,0.194398,-0.825675,-0.197289,0.180206,-0.954226,-0.221371,0.080216,-0.395483,-0.14513,-0.008464,-0.658651,-0.196407,-0.076965,-0.831308,-0.225201,-0.12443,-0.959696,-0.251995,-0.040936,-0.345098,-0.17065,-0.135087,-0.589499,-0.218148,-0.194863,-0.743959,-0.239166,-0.232962,-0.86245,-0.257812,-0.162943,-0.286416,-0.191757,-0.235452,-0.444345,-0.233905,-0.276297,-0.546688,-0.243201,-0.30672,-0.632157,-0.248854
WHERE,0.0,0.0,0.0,0.102792,-0.169912,-1.3e-05,0.149714,-0.383861,-0.020246,0.158938,-0.556068,-0.042388,0.148281,-0.692847,-0.073677,0.187488,-0.432121,-0.105346,0.238945,-0.65028,-0.161077,0.269464,-0.803287,-0.195812,0.289133,-0.930963,-0.221909,0.121041,-0.407884,-0.139204,0.073134,-0.668211,-0.199788,0.029439,-0.835795,-0.235489,-0.010946,-0.964435,-0.264092,0.024501,-0.366961,-0.166792,-0.051614,-0.59959,-0.230868,-0.115227,-0.739776,-0.265692,-0.172475,-0.848513,-0.289218,-0.087311,-0.313458,-0.189894,-0.177963,-0.447774,-0.252983,-0.236032,-0.537987,-0.279681,-0.288582,-0.617719,-0.294108
WHERE,0.0,0.0,0.0,0.095029,-0.177746,-0.019828,0.153658,-0.398554,-0.052374,0.184368,-0.569249,-0.076908,0.213477,-0.689484,-0.107205,0.212293,-0.37678,-0.161908,0.282875,-0.595481,-0.235213,0.312255,-0.760076,-0.278413,0.336906,-0.889251,-0.309399,0.13462,-0.33474,-0.184809,0.13479,-0.582715,-0.278112,0.108477,-0.780657,-0.330539,0.086204,-0.920906,-0.368512,0.033319,-0.290283,-0.197955,-0.007963,-0.537423,-0.287235,-0.057249,-0.696213,-0.328347,-0.095482,-0.806251,-0.351963,-0.076177,-0.25318,-0.205799,-0.149512,-0.42411,-0.284443,-0.198621,-0.525534,-0.314538,-0.232764,-0.613044,-0.329769
WHERE,0.0,0.0,0.0,0.108021,-0.168641,-0.007531,0.155198,-0.388808,-0.034081,0.143669,-0.572367,-0.061498,0.102467,-0.711497,-0.099938,0.183034,-0.442806,-0.119597,0.226662,-0.654064,-0.184631,0.25815,-0.797517,-0.229697,0.283413,-0.914574,-0.26137,0.099625,-0.418741,-0.149603,0.058874,-0.671182,-0.209917,0.028702,-0.83012,-0.253223,0.000352,-0.957254,-0.289249,-0.006048,-0.370908,-0.172937,-0.080435,-0.610649,-0.237369,-0.137646,-0.747314,-0.273161,-0.188647,-0.851928,-0.297947,-0.120057,-0.306874,-0.191498,-0.19552,-0.464452,-0.251584,-0.242951,-0.549072,-0.273317,-0.28743,-0.620743,-0.285278
WHERE,0.0,0.0,0.0,0.12991,-0.186513,-0.004621,0.199095,-0.403898,-0.025034,0.207431,-0.580437,-0.043927,0.169261,-0.705872,-0.073732,0.161838,-0.434555,-0.107506,0.194937,-0.675247,-0.149726,0.19164,-0.835792,-0.173808,0.180307,-0.964526,-0.19282,0.054893,-0.387635,-0.130625,-0.028178,-0.650405,-0.179502,-0.084772,-0.821941,-0.212075,-0.126552,-0.954735,-0.241715,-0.061285,-0.336772,-0.14559,-0.158906,-0.58251,-0.191453,-0.21562,-0.74321,-0.216964,-0.254478,-0.869896,-0.238422,-0.169685,-0.282788,-0.156032,-0.236443,-0.455679,-0.19382,-0.273878,-0.560322,-0.204093,-0.300851,-0.649763,-0.211112
WHERE,0.0,0.0,0.0,0.121562,-0.195889,0.013412,0.164776,-0.414701,-0.003513,0.134392,-0.577609,-0.025504,0.06059,-0.675606,-0.059809,0.158018,-0.458808,-0.083503,0.19294,-0.668285,-0.12724,0.19935,-0.813328,-0.154213,0.19149,-0.935487,-0.175348,0.054413,-0.421846,-0.120575,-0.033077,-0.672626,-0.166704,-0.095976,-0.831631,-0.197789,-0.144166,-0.963308,-0.226393,-0.066297,-0.366686,-0.150092,-0.153337,-0.605429,-0.199597,-0.21188,-0.76752,-0.225438,-0.256933,-0.904118,-0.245526,-0.184814,-0.298244,-0.173198,-0.255589,-0.480728,-0.215946,-0.297593,-0.590502,-0.225146,-0.330155,-0.684937,-0.230054
WHERE,0.0,0.0,0.0,0.102719,-0.16305,0.003959,0.150357,-0.369423,-0.016627,0.156335,-0.545896,-0.041064,0.135633,-0.681319,-0.074726,0.184905,-0.425203,-0.099757,0.241699,-0.647317,-0.155917,0.272522,-0.802686,-0.191014,0.290944,-0.925183,-0.215783,0.117365,-0.401677,-0.134472,0.079693,-0.668085,-0.19029,0.046463,-0.840403,-0.224087,0.009764,-0.967823,-0.251444,0.020366,-0.354669,-0.162594,-0.049944,-0.593857,-0.22078,-0.113686,-0.741598,-0.250392,-0.174845,-0.855149,-0.270705,-0.091603,-0.29297,-0.186118,-0.163957,-0.436866,-0.244222,-0.221142,-0.531885,-0.264615,-0.279399,-0.617985,-0.274167
WHERE,0.0,0.0,0.0,0.108779,-0.15878,-0.009849,0.164683,-0.375086,-0.034547,0.175611,-0.560578,-0.054393,0.183337,-0.686699,-0.081445,0.206652,-0.379136,-0.133696,0.273765,-0.615815,-0.198034,0.296902,-0.786618,-0.234532,0.309269,-0.914852,-0.259613,0.120346,-0.34871,-0.159928,0.115738,-0.612834,-0.236577,0.086992,-0.806146,-0.282825,0.067337,-0.942338,-0.315842,0.017717,-0.305095,-0.177111,-0.019719,-0.545096,-0.252461,-0.072586,-0.69668,-0.291173,-0.110832,-0.808527,-0.313374,-0.095397,-0.265075,-0.188628,-0.168586,-0.429382,-0.256924,-0.219455,-0.526355,-0.282009,-0.251647,-0.610245,-0.293181
WHERE,0.0,0.0,0.0,0.131743,-0.191486,0.013932,0.189573,-0.399644,-0.008256,0.177023,-0.576111,-0.034812,0.112544,-0.706741,-0.074426,0.172351,-0.438988,-0.100509,0.192364,-0.67116,-0.153397,0.188144,-0.832914,-0.186416,0.176327,-0.961669,-0.210005,0.070304,-0.39385,-0.136678,-0.016128,-0.657374,-0.188855,-0.078762,-0.82084,-0.217426,-0.129121,-0.934795,-0.243681,-0.046005,-0.340373,-0.164607,-0.137825,-0.600575,-0.215708,-0.197984,-0.748757,-0.233932,-0.243625,-0.852861,-0.248296,-0.158866,-0.278694,-0.186704,-0.232128,-0.463959,-0.233101,-0.272025,-0.564541,-0.242023,-0.301782,-0.641438,-0.245279
WHERE,0.0,0.0,0.0,0.124982,-0.196267,0.007305,0.177509,-0.415038,-0.011675,0.1603,-0.591547,-0.032908,0.100171,-0.710183,-0.066012,0.166456,-0.451056,-0.095552,0.183307,-0.683405,-0.139129,0.173799,-0.840847,-0.165437,0.160204,-0.969442,-0.185784,0.067674,-0.39962,-0.126273,-0.026299,-0.655922,-0.171442,-0.08767,-0.821868,-0.199247,-0.129933,-0.953555,-0.226309,-0.047857,-0.342689,-0.149399,-0.143829,-0.592002,-0.194341,-0.205786,-0.749576,-0.216751,-0.251447,-0.875702,-0.235834,-0.161771,-0.28022,-0.167237,-0.236486,-0.456673,-0.207261,-0.281157,-0.561197,-0.217431,-0.316538,-0.650192,-0.223538
WHERE,0.0,0.0,0.0,0.09922,-0.173909,0.014655,0.142512,-0.375257,0.002174,0.141168,-0.533246,-0.015409,0.110018,-0.653388,-0.040984,0.190768,-0.441317,-0.077943,0.230788,-0.667658,-0.121387,0.250149,-0.82453,-0.14945,0.259709,-0.950471,-0.170753,0.118033,-0.422018,-0.112632,0.074573,-0.682817,-0.153822,0.036643,-0.849119,-0.183071,-0.003038,-0.972423,-0.209521,0.019252,-0.376784,-0.140006,-0.049386,-0.611391,-0.18581,-0.117124,-0.752167,-0.215108,-0.181208,-0.856278,-0.237436,-0.092725,-0.313463,-0.162316,-0.172147,-0.459995,-0.212175,-0.231444,-0.551691,-0.233259,-0.290265,-0.62916,-0.24486
WHERE,0.0,0.0,0.0,0.08789,-0.174759,-0.02609,0.137389,-0.391573,-0.061641,0.16369,-0.568856,-0.089206,0.18926,-0.697482,-0.124246,0.200534,-0.367325,-0.164875,0.255233,-0.601309,-0.243291,0.276146,-0.771547,-0.290858,0.290418,-0.901029,-0.322185,0.122484,-0.319099,-0.186114,0.115842,-0.567045,-0.273798,0.084305,-0.765935,-0.324325,0.06088,-0.906325,-0.361086,0.023411,-0.263745,-0.198888,-0.0175,-0.490591,-0.285471,-0.06945,-0.65692,-0.326325,-0.108109,-0.776405,-0.349744,-0.086274,-0.219527,-0.206891,-0.165191,-0.383505,-0.281432,-0.216722,-0.485275,-0.30613,-0.25042,-0.569002,-0.317523
WHERE,0.0,0.0,0.0,0.095647,-0.185544,0.001494,0.146981,-0.398202,-0.016368,0.160893,-0.571366,-0.036609,0.144174,-0.707979,-0.06519,0.187149,-0.441515,-0.099409,0.237114,-0.656101,-0.154596,0.262191,-0.810035,-0.192127,0.277167,-0.93552,-0.219048,0.122303,-0.404434,-0.131475,0.093893,-0.64731,-0.182543,0.064106,-0.819894,-0.220896,0.028646,-0.956125,-0.25429,0.025281,-0.350351,-0.156787,-0.035504,-0.578565,-0.215062,-0.095994,-0.726829,-0.251199,-0.155584,-0.842102,-0.277438,-0.090291,-0.287626,-0.177,-0.165995,-0.437263,-0.23534,-0.221641,-0.531118,-0.258639,-0.278072,-0.612264,-0.272003
WHERE,0.0,0.0,0.0,0.10982,-0.162664,-0.011758,0.155476,-0.356161,-0.044048,0.119463,-0.518028,-0.072343,0.046583,-0.61542,-0.113326,0.164249,-0.398444,-0.140778,0.19735,-0.646761,-0.200216,0.183032,-0.823245,-0.233531,0.159193,-0.954027,-0.253947,0.068026,-0.342818,-0.161975,-0.003867,-0.621369,-0.223556,-0.069872,-0.803351,-0.254676,-0.114971,-0.932469,-0.27862,-0.044891,-0.286055,-0.174179,-0.143299,-0.538883,-0.228808,-0.208918,-0.699015,-0.250263,-0.250774,-0.81573,-0.263226,-0.161708,-0.238254,-0.181704,-0.238872,-0.433143,-0.225786,-0.28504,-0.545137,-0.232148,-0.316222,-0.635414,-0.232217
WHERE,0.0,0.0,0.0,0.093483,-0.1799,-0.006474,0.125986,-0.406559,-0.031076,0.097802,-0.591866,-0.057204,0.032475,-0.721782,-0.092493,0.171741,-0.460813,-0.09931,0.193016,-0.681099,-0.152804,0.194582,-0.831006,-0.19069,0.191813,-0.956647,-0.219169,0.107299,-0.427689,-0.127862,0.047148,-0.682828,-0.17337,-0.003847,-0.830632,-0.203598,-0.052227,-0.941597,-0.232162,0.011272,-0.372763,-0.151653,-0.064047,-0.604556,-0.201844,-0.131103,-0.735631,-0.228832,-0.19693,-0.830715,-0.250274,-0.104832,-0.304352,-0.172145,-0.179688,-0.456299,-0.22479,-0.23728,-0.541936,-0.243705,-0.301382,-0.611551,-0.254936
WHERE,0.0,0.0,0.0,0.101051,-0.167129,-0.004359,0.155408,-0.386258,-0.022268,0.164613,-0.568397,-0.037078,0.161892,-0.692052,-0.05862,0.200938,-0.392292,-0.115827,0.25574,-0.642514,-0.173018,0.269753,-0.812504,-0.203494,0.274624,-0.935111,-0.223942,0.120427,-0.361681,-0.140968,0.106342,-0.631903,-0.207497,0.077465,-0.810907,-0.247711,0.058628,-0.935228,-0.276238,0.026211,-0.313616,-0.158319,-0.018402,-0.541614,-0.227587,-0.071105,-0.680704,-0.269746,-0.110815,-0.787517,-0.294462,-0.079755,-0.269538,-0.169895,-0.168905,-0.416916,-0.233843,-0.225878,-0.516255,-0.264114,-0.262812,-0.602796,-0.27996
WHERE,0.0,0.0,0.0,0.086923,-0.178742,0.003804,0.141163,-0.402677,-0.009132,0.14794,-0.576449,-0.022869,0.147487,-0.706836,-0.043494,0.202664,-0.409671,-0.092312,0.256998,-0.65158,-0.141763,0.274392,-0.813098,-0.170602,0.283458,-0.939726,-0.191224,0.13497,-0.3791,-0.121213,0.123573,-0.642887,-0.175375,0.094234,-0.813349,-0.208514,0.069375,-0.940137,-0.234296,0.042637,-0.34,-0.143596,-0.00549,-0.571626,-0.204792,-0.064387,-0.705549,-0.24104,-0.114569,-0.810183,-0.26335,-0.063907,-0.304446,-0.160754,-0.145365,-0.443553,-0.220059,-0.201305,-0.539434,-0.247419,-0.246632,-0.624142,-0.261984
WHERE,0.0,0.0,0.0,0.101599,-0.181147,0.011112,0.140878,-0.384504,-0.000413,0.123803,-0.54643,-0.017644,0.072189,-0.662069,-0.045093,0.185567,-0.452897,-0.07401,0.203994,-0.682936,-0.118344,0.205018,-0.838571,-0.147007,0.200498,-0.965265,-0.167526,0.111571,-0.412175,-0.107674,0.040426,-0.662568,-0.150916,-0.012252,-0.823291,-0.176699,-0.055286,-0.944804,-0.198479,0.007037,-0.355352,-0.136102,-0.080111,-0.578893,-0.182555,-0.145264,-0.723864,-0.209044,-0.197916,-0.834755,-0.226901,-0.113205,-0.291636,-0.160078,-0.197862,-0.43929,-0.207645,-0.24892,-0.541833,-0.225309,-0.297027,-0.625224,-0.233046
WHERE,0.0,0.0,0.0,0.107987,-0.189842,0.007767,0.148024,-0.392276,-0.007263,0.114406,-0.541436,-0.02479,0.047199,-0.641661,-0.053241,0.174638,-0.440244,-0.094014,0.189518,-0.676855,-0.141766,0.175504,-0.838128,-0.17011,0.157551,-0.969295,-0.188798,0.082155,-0.388871,-0.123091,0.012811,-0.642331,-0.166008,-0.042166,-0.812811,-0.19103,-0.079662,-0.943262,-0.214043,-0.025868,-0.331155,-0.145491,-0.11816,-0.559157,-0.185521,-0.17839,-0.706551,-0.209916,-0.219322,-0.819382,-0.228536,-0.139495,-0.27481,-0.163702,-0.223672,-0.43691,-0.200984,-0.271904,-0.542944,-0.214005,-0.307258,-0.62803,-0.220856
WHERE,0.0,0.0,0.0,0.099962,-0.176445,0.008911,0.144717,-0.399478,-0.004804,0.134413,-0.577192,-0.020431,0.106674,-0.701569,-0.04302,0.191739,-0.422171,-0.083765,0.232977,-0.670781,-0.135205,0.235729,-0.833928,-0.164976,0.226287,-0.956525,-0.183996,0.121587,-0.397941,-0.115708,0.096281,-0.662997,-0.168389,0.057064,-0.824353,-0.201592,0.024825,-0.945146,-0.226068,0.03089,-0.356253,-0.140814,-0.032006,-0.576676,-0.19809,-0.097321,-0.700343,-0.232008,-0.15041,-0.80234,-0.252844,-0.074833,-0.311844,-0.16043,-0.168393,-0.438634,-0.212526,-0.229892,-0.526725,-0.233282,-0.277757,-0.609198,-0.243502
WHERE,0.0,0.0,0.0,0.098265,-0.162723,-0.008356,0.159924,-0.382427,-0.029843,0.17336,-0.571294,-0.046365,0.182551,-0.695047,-0.070237,0.212755,-0.375178,-0.135473,0.264896,-0.632443,-0.201719,0.271989,-0.803986,-0.238272,0.267951,-0.927346,-0.261211,0.13917,-0.330972,-0.160275,0.138059,-0.595544,-0.231343,0.106086,-0.781428,-0.271156,0.078479,-0.91454,-0.299844,0.048221,-0.2757,-0.176715,0.004556,-0.498783,-0.248415,-0.049837,-0.645262,-0.286689,-0.089655,-0.760983,-0.310318,-0.057472,-0.239854,-0.187824,-0.152619,-0.394206,-0.253268,-0.213774,-0.494905,-0.2793,-0.249121,-0.579071,-0.293081
WHERE,0.0,0.0,0.0,0.074126,-0.210872,-0.012314,0.11453,-0.436688,-0.042898,0.123769,-0.617072,-0.077009,0.108824,-0.762658,-0.120112,0.177767,-0.459719,-0.10978,0.18614,-0.667758,-0.187902,0.188063,-0.81704,-0.247997,0.186875,-0.938746,-0.289542,0.128168,-0.408516,-0.144501,0.08911,-0.640595,-0.213636,0.043782,-0.801586,-0.259385,-0.006144,-0.926811,-0.296508,0.040977,-0.335416,-0.17627,-0.020283,-0.55083,-0.248611,-0.093317,-0.692271,-0.280159,-0.164156,-0.799841,-0.301262,-0.077143,-0.253612,-0.205508,-0.152837,-0.404521,-0.278667,-0.216269,-0.510302,-0.302867,-0.283546,-0.597017,-0.314785
WHERE,0.0,0.0,0.0,0.10561,-0.180411,-0.028647,0.17338,-0.409554,-0.063027,0.199827,-0.595713,-0.090436,0.205825,-0.737333,-0.12769,0.165184,-0.401171,-0.155226,0.169828,-0.652425,-0.22496,0.142794,-0.82118,-0.26763,0.112298,-0.948689,-0.295598,0.071246,-0.325216,-0.176394,0.007897,-0.582536,-0.25533,-0.061521,-0.761118,-0.300668,-0.111125,-0.89539,-0.335461,-0.039784,-0.256824,-0.190239,-0.134431,-0.488502,-0.26212,-0.204381,-0.652541,-0.290578,-0.248576,-0.774924,-0.309003,-0.154596,-0.204533,-0.200872,-0.237957,-0.39099,-0.259617,-0.287917,-0.509248,-0.273363,-0.320605,-0.604313,-0.279667
WHERE,0.0,0.0,0.0,0.072083,-0.191619,-0.017847,0.101847,-0.426898,-0.051098,0.093403,-0.619484,-0.085186,0.050656,-0.763525,-0.127818,0.163015,-0.462052,-0.119303,0.157399,-0.680265,-0.193389,0.142421,-0.830048,-0.24744,0.123655,-0.950704,-0.284379,0.118069,-0.414777,-0.147923,0.061744,-0.653961,-0.209967,-0.00608,-0.810747,-0.245479,-0.072236,-0.926522,-0.276431,0.034977,-0.347929,-0.173853,-0.038163,-0.565861,-0.236548,-0.123891,-0.699444,-0.260861,-0.201975,-0.791263,-0.27897,-0.079504,-0.27418,-0.198179,-0.162927,-0.424031,-0.25972,-0.235704,-0.521253,-0.279378,-0.310992,-0.595729,-0.290205
WHERE,0.0,0.0,0.0,0.079119,-0.184741,0.001028,0.141342,-0.385535,-0.024201,0.159465,-0.553776,-0.046777,0.158876,-0.679738,-0.078796,0.201741,-0.368884,-0.146846,0.250208,-0.632021,-0.214751,0.25893,-0.801742,-0.253896,0.25745,-0.92479,-0.28015,0.128194,-0.328701,-0.181768,0.126299,-0.592867,-0.256664,0.100325,-0.778857,-0.303475,0.075428,-0.912879,-0.339419,0.036485,-0.271147,-0.205595,-0.013506,-0.493775,-0.282771,-0.071545,-0.644024,-0.327356,-0.117406,-0.758296,-0.356843,-0.068286,-0.227384,-0.22241,-0.168473,-0.370396,-0.293141,-0.234069,-0.470034,-0.320246,-0.277461,-0.549244,-0.336182
WHERE,0.0,0.0,0.0,0.063044,-0.189705,-0.012985,0.117327,-0.408149,-0.041213,0.135929,-0.576073,-0.070664,0.137877,-0.710534,-0.106465,0.211102,-0.415319,-0.104157,0.262407,-0.637242,-0.175962,0.278712,-0.794183,-0.228224,0.27567,-0.92428,-0.264032,0.167539,-0.376025,-0.138283,0.165863,-0.617981,-0.211034,0.128658,-0.790271,-0.256161,0.081887,-0.932933,-0.288952,0.085225,-0.324624,-0.169533,0.04938,-0.537633,-0.246767,-0.016389,-0.685917,-0.288084,-0.079981,-0.810775,-0.313879,-0.022156,-0.27496,-0.197828,-0.099957,-0.39729,-0.27205,-0.16631,-0.501492,-0.302054,-0.227819,-0.600852,-0.318293
WHERE,0.0,0.0,0.0,0.108551,-0.18523,0.003272,0.146316,-0.398214,-0.013797,0.119527,-0.561212,-0.034063,0.071577,-0.672484,-0.063712,0.188455,-0.429302,-0.093592,0.205735,-0.669026,-0.14712,0.196889,-0.830806,-0.181548,0.184187,-0.961345,-0.204672,0.107894,-0.377137,-0.125777,0.051709,-0.628616,-0.175873,0.000907,-0.800487,-0.206313,-0.040087,-0.930808,-0.232618,0.003516,-0.3175,-0.15261,-0.074493,-0.553076,-0.205209,-0.141494,-0.699787,-0.235547,-0.194247,-0.807881,-0.256342,-0.112091,-0.260044,-0.175407,-0.195299,-0.412215,-0.225969,-0.244015,-0.515255,-0.246066,-0.286621,-0.595638,-0.256872
WHERE,0.0,0.0,0.0,0.117097,-0.189315,0.013492,0.158951,-0.400157,-0.001629,0.12857,-0.56254,-0.021973,0.063581,-0.673401,-0.052337,0.189073,-0.441272,-0.080077,0.204162,-0.684995,-0.129612,0.18381,-0.845905,-0.160489,0.157727,-0.970931,-0.180042,0.099897,-0.384315,-0.11375,0.024042,-0.638206,-0.157459,-0.036417,-0.804338,-0.183381,-0.082331,-0.929086,-0.207512,-0.00811,-0.324305,-0.141597,-0.102778,-0.559943,-0.185968,-0.171413,-0.700658,-0.208475,-0.219311,-0.806093,-0.224539,-0.119224,-0.267652,-0.1647,-0.201596,-0.436436,-0.203187,-0.250197,-0.535457,-0.213389,-0.287768,-0.615298,-0.217919
